 1/2017	 13/01/2017	 14/02/2017	 Vereador	 	»»CLAIMAR CESAR DE CONTO 	Aprovada	 O(s) Signatário(s) da presente, Vereador (es) com assento Neste Legislativo, nos termos do Art. 124-A do regimento interno, solicita(m) a Vossa Excelência que submeta esta ao Plenário, e se aprovada, se envie MOÇÃO DE APELO, ao Excelentíssimo Senhor RICARDO JOSÉ MAGALHÃES BARROS - MINISTRO DA SAÚDE. Considerando que a área de urgência e emergência constitui-se em um importante componente de assistência a saúde, solicitamos a doação de uma ambulância para o município de CHAPECÓ-SC, a mesma será utilizada no SAMU (Serviço Atendimento Móvel de Urgência). O Estado do Rio De Janeiro devolveu ao Ministério da Saúde as ambulâncias utilizadas durante a realização das Olimpíadas Rio 2016, caberá a Coordenação Nacional de Urgência e Emergência a responsabilidade da destinação dos veículos. Chapecó possui mais de 200 mil habitantes e conta com duas USB´s (Unidade Suporte Básico), as mesma foram doadas ao município no ano de 2012 e possuem quilometragem elevada e frequentemente precisam ser desativadas por problemas mecânicos. Desta forma, se faz presente a MOÇÃO DE APELO, para que seja feita a doação para SUBSTITUIR uma das ambulância, com o objetivo de garantir a prestação deste serviço, que é essencial e decisivo quando se trata da vida das pessoas. Diante disso, solicito o apoio dos nobres vereadores para aprovação da presente moção. 
 12/2017	 20/02/2017	 24/02/2017	 Vereador	 	»»VALMOR JÚNIOR SCOLARI ADERBAL ANTONIO P. DA SILVA ARESTIDE FIDELIS ASTRIT MARIA SAVARIS TOZZO CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI ITAMAR ANTONIO AGNOLETTO IVALDO PIZZINATTO JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA LUIZ PAULO CARARO MARCILEI ANDREA P. VIGNATTI MARCIO ERNANI SANDER NEURI LUIZ MANTELLI VALDEMIR ANTONIO STOBE 	Aprovada 	
 13/2017	 20/02/2017	 24/02/2017	 Vereador	 	»»VALMOR JÚNIOR SCOLARI 	Aprovada	 O(s) Signatário(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124-A do Regimento Interno, solicita(m) a Vossa Excelência que submeta esta ao Plenário, e se aprovada, seja enviada MOÇÃO DE APOIO ao Senador DÁRIO BERGER, autor do Projeto de Lei 171/2016, aprovado pelo Senado Federal, o qual agora foi enviado à Câmara dos Deputados, visando alterar o art. 10 da Lei nº8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para obrigar que maternidades de referência mantenham banco de leite humano. Trata-se de um projeto de autoria do Senador Dário Beber, que tramitou no Senado Federal durante o ano de 2016 e foi remetido à Câmara dos Deputados, no dia 14 de fevereiro de 2017, depois de ser aprovado em todas as comissões. Na justificação do projeto, o Senador, argumenta que o leite materno é o mais indicado para os recém-nascidos, sendo insubstituível nas primeiras semanas de vida. Alerta que a distribuição irregular dos bancos de leite humano pelo território nacional dificulta o acesso de muitos recém-nascidos ao leite materno quando suas mães não podem amamentar. Ressalta, por fim que, nessas situações, a única possibilidade de acesso seguro ao alimento indicado é por meio dos bancos de leite. Tal posição também vem sendo defendida por este vereador desde 2012, com várias reuniões de trabalho já realizadas, visando a implementação de um banco de leite humano em Chapecó, para atender toda a região do grande Oeste, uma vez que o mais próximo, localiza-se na cidade de Lages, na região serrana. 
 14/2017	 20/02/2017	 24/02/2017	 Vereador	 	»»VALMOR JÚNIOR SCOLARI 	Aprovada	 O(s) Signatário(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124-A do Regimento Interno, solicita(m) a Vossa Excelência submeta esta ao Plenário, e se aprovada, seja enviada MOÇÃO DE PARABENIZAÇÃO à Direção da UNIMED CHAPECÓ, através de seu Presidente, DR. JOSÉ PEGORARO FORESTI, estendida a todos os seus médicos cooperados, pela comemoração dos 25 anos de fundação, neste dia 20 de fevereiro. A UNIMED Chapecó possui 275 médicos cooperados e cerca de 900 colaboradores, sendo reconhecida pela diversidade de especialidades médicas, pela expressividade dos serviços próprios e pela tecnologia de ponta dos seus equipamentos. Dentro de pouco tempo, deverá inaugurar o novo Hospital Unimed Chapecó, primeiro do sistema na Região Sul, que marcará a primeira fase de renovação de toda a estrutura atualmente existente, seguindo o seu plano estratégico e plano diretor. Por isso, solicito o apoio dos nobres colegas para aprovação desta Moção. 
 15/2017	 20/02/2017	 21/02/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ ADERBAL ANTONIO P. DA SILVA ARESTIDE FIDELIS ASTRIT MARIA SAVARIS TOZZO CLAIMAR CESAR DE CONTO CLEBER CECCON DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI ITAMAR ANTONIO AGNOLETTO IVALDO PIZZINATTO JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA LUIZ PAULO CARARO MARCILEI ANDREA P. VIGNATTI MARCIO ERNANI SANDER NEURI LUIZ MANTELLI VALDEMIR ANTONIO STOBE VALMOR JÚNIOR SCOLARI 	Aprovada	 O(s) Signatário(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124-A do Regimento Interno, solicita(m) que Vossa Excelência submeta ao Plenário desta Casa, e se aprovada, se envie MOÇÃO DE APELO ao Governado Do Estado de Santa Catarina, o Senhor JOÃO RAIMUNDO COLOMBO, e ao Desembargador Presidente do Tribunal de Justiça de Santa Catarina, o Senhor JOSÉ ANTÔNIO TORRES MARQUES. Conforme permite a Constituição Federal no parágrafo 6º do artigo 125, os Tribunais de Justiça dos Estados podem atuar de forma descentralizada, por meio da criação de câmaras regionais. Trata-se de medida que busca essencialmente a maior aproximação dos cidadãos dos Tribunais, já que estes sempre se localizam apenas nas capitais. Criada no ano de 2009, a Câmara Regional de Chapecó foi a primeira no país, tendo inicialmente sua instalação experimental, que posteriormente foi prorrogada. Após uma emenda à Constituição do Estado de Santa Catarina, tornou-se um órgão permanente. O Oeste do Estado portanto conta com a estrutura do Tribunal de Justiça mais próxima, contribuindo com o acesso à justiça de cidadãos de 117 cidades da região, bem como, com a celeridade processual. Até o momento, a Câmara contribuiu com a resolução de mais de 38 mil processos judiciais. Contudo, sabe-se do movimento para que a Câmara seja retirada, tendo início com a Ação Direta de Inconstitucionalidade intentada pelo Procurador do Estado, no intuito de derrubar a sua obrigatoriedade. Recentemente, também, houve a intenção de se suspender a distribuição de novos processos à Câmara, sob o argumento de desafogar 10 mil processos que até então tramitavam. Tais argumentos não se sustentam, até porque o grande número de processos judiciais não é exclusividade da Câmara, que só tem contribuído para que tal número não cresça inclusive no próprio Tribunal de Justiça. E também, o julgamento da ADI não será impeditivo da manutenção da Câmara Regional, órgão este que já se mostrou importante para a descentralização, para o acesso à justiça e para a celeridade processual. Desta forma, se faz a presente MOÇÃO DE APELO, para que sejam tomadas todas as medidas e esforços possíveis, no sentido de manter a Câmara Especial Regional de Chapecó, considerando as razões supracitadas, solicitando, com o máximo respeito, depois de ouvido os Nobres Vereadores em Plenário, seja votada favorável. 
 16/2017	 20/02/2017	 21/02/2017	 Vereador	 	»»JATIR JOSE BALBINOT 	Aprovada 	
 17/2017	 20/02/2017	 24/02/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 O(s) Signatário(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124-A do Regimento Interno, solicita(m) que Vossa Excelência submeta ao Plenário desta Casa, e se aprovada, se envie MOÇÃO DE APELO, ao Excelentíssimo Senhor LUCIANO JOSÉ BULIGON – Prefeito Municipal de Chapecó, solicitando a realização dos Jogos Abertos de Santa Catarina (JASC) e Jogos Abertos Paradesportivos de Santa Catarina (Parajasc) em Chapecó/SC. Circulou na imprensa nos últimos dias a informação de que Chapecó poderá não sediar os eventos citados acima. No entanto, ressaltamos que os desportistas e paradesportistas catarinenses possuem no JASC e Parajasc eventos sólidos e consolidados que permitem a prática saudável do esporte, a integração com a sociedade e o desenvolvimento do esporte, sendo um evento de grande participação e de muitos resultados. Somado a isso, a realização dos jogos em Chapecó, no ano de seu centenário, demonstrará que a cidade investe e se preocupa com as diversas modalidades presente nestes eventos. 
 18/2017	 21/02/2017	 06/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada 	
 19/2017	 20/02/2017	 07/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 O(s) Signatário(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124-A do Regimento Interno, solicita(m) que Vossa Excelência submeta esta ao Plenário desta Casa, e se aprovada, se envie MOÇÃO DE APELO, ao Excelentíssimo Senhor LUCIANO JOSÉ BULIGON – Prefeito Municipal de Chapecó, para que a Prefeitura Municipal realize neste ano Concurso Público para contratação de professores efetivos. Educação de qualidade se faz com planejamento pedagógico, estrutura escolar adequada e professores qualificados e com condições de trabalho e renda. Contudo, nos últimos anos, temos em nosso município muitos profissionais da educação descontentes devido aos processos seletivos anuais que precisam fazer para se manterem na condição de professores com admissão em caráter temporário (ACT). A insegurança de saber se conseguirão aulas, os meses que ficam sem salários e a falta de vínculo com escola e alunos (pela condição de temporário) tem deixado muitos professores apreensivos. As escolas vivem também insegurança no que se refere a continuidade de processos educativos devido a grande rotatividade de professores ACTs. A Prefeitura Municipal de Chapecó não realiza Concurso Público para preencher as vagas de professores efetivos há anos e por isso há um grande número de profissionais ACTs atuando na rede municipal. Em 2016, quando a Prefeitura precisou fazer Chamada Pública, até a realização de novo Processo Seletivo, o prefeito Luciano Buligon se comprometeu em realizar o Concurso Público. Ato que até o momento não foi realizado. Diante disso, os professores seguem cobrando que esse compromisso seja cumprido e nós nos somamos a eles nessa luta. 
 20/2017	 24/02/2017	 06/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI ADERBAL ANTONIO P. DA SILVA ARESTIDE FIDELIS ASTRIT MARIA SAVARIS TOZZO CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI ITAMAR ANTONIO AGNOLETTO IVALDO PIZZINATTO JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA LUIZ PAULO CARARO MARCIO ERNANI SANDER NEURI LUIZ MANTELLI VALDEMIR ANTONIO STOBE VALMOR JÚNIOR SCOLARI 	Aprovada	 O(s) Signatário(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124-A do Regimento Interno, solicita(m) que Vossa Excelência submeta esta ao Plenário desta Casa, e se aprovada, se envie MOÇÃO DE APELO ao Senhor JOÃO RAIMUNDO COLOMBO - Governador do Estado de Santa Catarina e ao Senhor LEONEL PAVAN - Secretário de Turismo, Cultura e Esporte, a fim de que o Governo do Estado disponibilize recursos para a realização dos Jogos Abertos de Santa Catarina (JASC) e Jogos Abertos Paradesportivos de Santa Catarina (Parajasc) em Chapecó/SC. Circulou na imprensa chapecoense nos últimos dias a informação de que a cidade poderá não sediar os eventos citados acima. No entanto, ressaltamos que os desportistas e paradesportistas catarinenses possuem no JASC e Parajasc eventos sólidos e consolidados que permitem a prática saudável do esporte, a integração com a sociedade e o desenvolvimento do esporte, sendo um evento de grande participação e de muitos resultados. Somado a isso, a realização dos jogos se somará e engrandecerá a programação do centenário de Chapecó. Contudo, a realização dos eventos depende também do apoio financeiro do Governo do Estado de Santa Catarina. Diante do exposto, nós legisladores de Chapecó, sabendo da importância destes eventos e da necessidade do aporte de recursos externos, solicitamos o apoio do Estado para este fim. 
 21/2017	 02/03/2017	 06/03/2017	 Vereador	 	»»JOÃO LUIS SIQUEIRA 	Aprovada	 Os(s) Signatários(s) da presente, Vereadores(es) com assento neste legislativo, nos termos do Art. 124-A do regime interno, solicita(m) que vossa excelência submeta esta ao Plenário Desta Casa, e se aprovada, se envie MOÇÃO DE APELO ao Prefeito Municipal de Chapecó, LUCIANO JOSÉ BULIGON. Que encaminhe ao setor de direito, para que seja realizado estudos de viabilidade para uma via de mão única, na Rua Brasília, N° 475-D, Bairro Jardim Itália. A pedido dos moradores do Bairro Jardim Itália, enviamos esta moção, para que se de uma atenção especial a segurança do local, que conta com um grande fluxo de veículos e pedestres, pois contém duas escolas, Sesc e Rui Barbosa. tendo uma Rua de Duplo sentido de circulação, com a ausência de sinalização para condutores e pedestres, mediante a isto, está gerando muito risco a todos os moradores e estudantes que circulam pelo local, fazendo-se necessário a instalação de uma via de mão única, gerando assim, maior segurança e acessibilidade no tráfego de veículos. 
 22/2017	 06/03/2017	 07/03/2017	 Vereador	 	»»MARCIO ERNANI SANDER 	Aprovada 	
 23/2017	 07/03/2017	 08/03/2017	 Vereador	 	»»CLEBER CECCON 	Aprovada	 O(s) Signatários(s) da presente, Vereador(es) com assento Neste Legislativo, nos termos do Art. 124- A do Regimento Interno, solicita(m) a Vossa Excelência Submeta este Plenário, e se aprovada, se envie ao Excelentíssimo Senhor JOÃO RAIMUNDO COLOMBO – Governador de Estado de Santa Catarina, ao Senhor CÉSAR AUGUSTO GRUBBA, Secretário de Estado da Segurança Pública – MOÇÃO DE APELO, para que o Governo do Estado de Santa Catarina tome providências, frente ao problema da falta de estrutura mínima de atendimento, acessibilidade, bem como de um maior efetivo, do Instituto Geral de Perícias – IGP de Chapecó, localizado na Rua John Kennedy, Bairro Passo dos Fortes. Na qualidade de Vereador e cidadão desta cidade, fui procurado por diversos moradores, cidadãos, que necessitam de atendimento do IGP, mas enfrentam demora no atendimento, por falta de maior efetivo. Na maioria das vezes as pessoas precisam ficar em pé na fila, pois o local oferece pouca infraestrutura para os usuários se acomodar e receber um atendimento digno, com maior eficiência e rapidez. Neste sentido solicito junto a Secretaria de Segurança Pública de Santa Catarina e ao Governo do Estado de Santa Catarina, para que as autoridades competentes tomem providências imediatas, oferecendo aos cidadãos que necessitam dos serviços do IGP – Chapecó um espaço maior, com melhor comodidade, rapidez e eficiência e maior efetivo no atendimento ao público. Termos em que pede deferimento. 
 24/2017	 07/03/2017	 08/03/2017	 Vereador	 	»»JOÃO MARIA MARQUES ROSA 	Aprovada 	
